name,address,lat,lng,rating,userRatingCount,priceLevel,website,genAI
La Sierra Oaxaqueña,"Avenida Heroica Escuela Naval Militar 736 Presidentes Ejidales, 1ª, Coapa, Sección, Coyoacán, 04470 Ciudad de México, CDMX, Mexico",19.323766,-99.1246048,4.4,380,PRICE_LEVEL_INEXPENSIVE,,
Taqueria El Rey Suizo,"Eje 2 Ote 588-602, Coapa, Presidentes Ejidales 1ra Secc, Coyoacán, 04470 Ciudad de México, CDMX, Mexico",19.3288506,-99.1245891,4.5,537,,,
La Casa De Toño,"Eje 1 Ote 2381, Coapa, Avante, Coyoacán, 04460 Ciudad de México, CDMX, Mexico",19.3251958,-99.1363956,4.3,910,PRICE_LEVEL_INEXPENSIVE,,https://sucursales.lacasadetono.mx/cdmx/coyoacan/avante/miramontes-express
Taqueria los toros,"Av. Escuela Naval militar, Calle Juan santiago 652, Coapa, Presidentes Ejidales 1ra Secc, Coyoacán, 04470 Ciudad de México, CDMX, Mexico",19.326640599999998,-99.1244002,4.6,457,,,https://www.facebook.com/Taqueria-los-dos-toros-av-esc-naval-militar-104953814723587/
La PIBIL Coyoacan,"Av. H. Escuela Naval Militar 596, Coapa, Presidentes Ejidales 2da Secc, Coyoacán, 04470 Ciudad de México, CDMX, Mexico",19.328617899999998,-99.1242252,2.1,32,,,
Taco’nPapas,"Av. Sta. Ana 182, Ex-Ejido de San Francisco Culhuacan, Coyoacán, 04420 Ciudad de México, CDMX, Mexico",19.3299579,-99.1300955,,,,,
ALITAS Y TACOS EL REY,"C. B Manzana IV 16, Educación, Coyoacán, 04400 Ciudad de México, CDMX, Mexico",19.333080499999998,-99.1322591,5,2,,,
Tacos Los Primos,"Rosa María Sequeira 301, Coapa, Ex-Ejido de San Francisco Culhuacan, Coyoacán, 04260 Ciudad de México, CDMX, Mexico",19.3287634,-99.1206321,4.3,736,,,
TACOS EL PAISA,"Av. Sta. Ana, Culhuacan CTM V, Coyoacán, 04480 Ciudad de México, CDMX, Mexico",19.3288924,-99.1169992,4.6,122,,,
Tacos Lety,"San Francisco Culhuacan, San Francisco Culhuacan de San Francisco, Coyoacán, 04260 Ciudad de México, CDMX, Mexico",19.3326492,-99.11741510000002,4.6,209,,,
Tacos Estadio,"Rosa María Sequeira 211, San Francisco Culhuacan, Ex-Ejido de San Francisco Culhuacan, Coyoacán, 04480 Ciudad de México, CDMX, Mexico",19.3323036,-99.1202058,4.4,81,PRICE_LEVEL_MODERATE,,http://tacossanjudastadeo.rhgastro.com/
Taquitos De Canasta,"04480, Av. Sta. Ana 400, San Francisco Culhuacan, Culhuacan III, Coyoacán, 04420 Ciudad de México, CDMX, Mexico",19.3292555,-99.1207905,4.6,53,,,
Tacos de Canasta Nocturnos las delicias,"Av. Sta. Ana 388, San Francisco Culhuacan, Culhuacan III, Coyoacán, 04420 Ciudad de México, CDMX, Mexico",19.329206499999998,-99.12116689999999,4.8,4,,,
Taqueria Don Taco,"04440, Culhuacan CTM V, Coyoacán, 04440 Ciudad de México, CDMX, Mexico",19.329325300000004,-99.11642909999999,,,,,
Los Chavos,"Av. Sta. Ana 305, Coapa, Presidentes Ejidales 2da Secc, Coyoacán, 04470 Ciudad de México, CDMX, Mexico",19.329027699999997,-99.1240112,4.4,2080,PRICE_LEVEL_MODERATE,,
Tacos Peque,"Seris 50, Culhuacan CTM VIII, Coyoacán, 04480 Ciudad de México, CDMX, Mexico",19.3325088,-99.11868869999999,4.5,993,PRICE_LEVEL_MODERATE,,
"TAQUERIA ""Los Mixes""","Mariquita Sánchez 158, Coapa, Culhuacan CTM IX A, Coyoacán, 04440 Ciudad de México, CDMX, Mexico",19.3263565,-99.1141633,4.4,21,,,
Tacos De Birria,"Calz Taxqueña 1929, San Francisco Culhuacan de Sta Ana, Coyoacán, 04260 Ciudad de México, CDMX, Mexico",19.3370775,-99.1213605,4.3,372,PRICE_LEVEL_MODERATE,,
Tacos Quique,"Av. Tlahuac 3837, Zona Urbana Ejidal San Andrés Tomatlan, Iztapalapa, 09080 Ciudad de México, CDMX, Mexico",19.330578199999998,-99.1076846,4.3,286,,,
Tacos Jalisco,"Av. Tlahuac 4013, San Andrés Tomatlan, Iztapalapa, 09870 Ciudad de México, CDMX, Mexico",19.327417,-99.1033547,5,5,,,
"Tacos ""Vandani""","Emiliano Zapata 27, Santa María Tomatlan, Iztapalapa, 09870 Ciudad de México, CDMX, Mexico",19.3272336,-99.0998936,5,1,,,
"Tacos y Quesadillas ""Doña Raque""","Marina Nacional 18B, Zona Urbana Ejidal Estrella Culhuacan, Iztapalapa, 09809 Ciudad de México, CDMX, Mexico",19.3344296,-99.11067399999999,5,1,,,
Tacos Josua,"Cascada 16, Fuego Nuevo, Iztapalapa, 09800 Ciudad de México, CDMX, Mexico",19.3301791,-99.1048124,1,1,,,
Tacos De Benito,"San Juan Xalpa, Iztapalapa, 09850 Ciudad de México, CDMX, Mexico",19.330513099999997,-99.089475,4.5,427,,,
Tacos del Banorte,"09890, P.º Antioquia 10, Lomas Estrella 2da Secc, Iztapalapa, 09890 Ciudad de México, CDMX, Mexico",19.3222026,-99.0974605,4.4,52,,,
El Oyamel,"Av. Tlahuac, Santa María Tomatlan, Iztapalapa, 09870 Ciudad de México, CDMX, Mexico",19.3241618,-99.0986709,4.4,558,PRICE_LEVEL_INEXPENSIVE,,
"Taqueria ""El Compa""","Av. Tlahuac 3856, Santa María Tomatlan, Iztapalapa, 09890 Ciudad de México, CDMX, Mexico",19.3247101,-99.0985315,3.9,195,,,https://www.facebook.com/Taqueria-el-COMPA-de-Coyoac%C3%A1n-2-2158727027712407/
Tacos El Primo,"San Juan Xalpa, Iztapalapa, 09850 Ciudad de México, CDMX, Mexico",19.3280398,-99.0866757,4.8,8,,,
Copacabanito,"Av. Tlahuac 4546-Local C, Lomas Estrella, Iztapalapa, 09890 Ciudad de México, CDMX, Mexico",19.3218314,-99.0923354,4,1758,PRICE_LEVEL_MODERATE,,https://www.instagram.com/taquerias_copacabanito?igsh=MXdvanRwcnBscnozMA==
Taqueria Olivos,"C. los Olivos lt 3-mza 1, San Nicolás Tolentino, Iztapalapa, 09850 Ciudad de México, CDMX, Mexico",19.3299316,-99.08742629999999,5,7,,,
Taqueria los *CAMPIRANOS *,"Av.tlahuac, k/13.5 Col.lomas estrella Paseos de Sicilia y, P.º Antioquia, Lomas Estrella 2da Secc, Iztapalapa, 09890 Ciudad de México, CDMX, Mexico",19.3224141,-99.0980185,3.5,6,,,
Pacífico,"Zona Urbana Ejidal Santa María Tomatlan, Iztapalapa, 09870 Ciudad de México, CDMX, Mexico",19.3307132,-99.0972688,4.4,12,,,
Carnitas Don Pepe,"Emilio Berliner 149, Fuego Nuevo, Iztapalapa, 09800 Ciudad de México, CDMX, Mexico",19.332185199999998,-99.0960836,4.4,346,PRICE_LEVEL_MODERATE,,
Tacos Leoari,"Cedros, Zona Urbana Ejidal Santa María Tomatlan, Iztapalapa, 09870 Ciudad de México, CDMX, Mexico",19.3284356,-99.0974968,5,2,,,
TERRAZA MEXA ANTES CLANDE,"Av. Tlahuac 4339D, Lomas Estrella 2da Secc, Iztapalapa, 09890 Ciudad de México, CDMX, Mexico",19.321796499999998,-99.09539439999999,4.2,908,PRICE_LEVEL_MODERATE,,
Tacos la Curva,"Progreso 40, Zona Urbana Ejidal Santa María Tomatlan, Iztapalapa, 09870 Ciudad de México, CDMX, Mexico",19.3254613,-99.0986686,4.2,131,,,
Quesadillas Don Nacho,"Hermanos Garnerin 46, Fuego Nuevo, Iztapalapa, 09800 Ciudad de México, CDMX, Mexico",19.3312988,-99.0971306,4.8,17,,,
Tacos Los Gueros,"Bilbao 503, San Juan Xalpa, Iztapalapa, 09850 Ciudad de México, CDMX, Mexico",19.3295226,-99.0842672,4.8,100,,,
Tacos la Subidita,"Manzanares 18, San Juan Xalpa, Iztapalapa, 09850 Ciudad de México, CDMX, Mexico",19.3354028,-99.08422859999999,4.5,122,,,
tacos y cortes al carbon,"C. Nautla 75, San Juan Xalpa, Iztapalapa, 09850 Ciudad de México, CDMX, Mexico",19.335120699999997,-99.0835695,4.1,35,,,
Tacos el chavito,"Calle Nautla, Av. 11 &, San Juan Xalpa, Iztapalapa, 09850 Ciudad de México, CDMX, Mexico",19.3348969,-99.0814303,3.8,19,,,
Tacos el buen sazón,"Lebrija, Martos, Cerro de la Estrella, Iztapalapa, 09860 Ciudad de México, CDMX, Mexico",19.322832599999998,-99.0779711,5,3,,,
TAPSA Tacos al Pastor,"Durazno 40, San Juan Xalpa, Iztapalapa, 09850 Ciudad de México, CDMX, Mexico",19.334577,-99.0804894,4.5,2,,,
"Tacos ""Los Primos""","Av. San Lorenzo 35, Cerro de la Estrella, Iztapalapa, 09860 Ciudad de México, CDMX, Mexico",19.326314000000004,-99.0754257,5,5,,,
Taqueria La Esperanza,"Calle Granado, C. Nautla s/n, San Juan Xalpa, Iztapalapa, 09850 Ciudad de México, CDMX, Mexico",19.3344673,-99.0799005,4.1,909,,,
Tacos de Pastor,"Esquina Avenida San Lorenzo, Catarroja, Cerro de la Estrella, Iztapalapa, 09860 Ciudad de México, CDMX, Mexico",19.326335600000004,-99.0753739,3.8,4,,,
Taquería Lara,"Calle España, Madrid s/n, Cerro de la Estrella, Iztapalapa, 09860 Ciudad de México, CDMX, Mexico",19.324557,-99.0768723,4.6,15,,,
"Tacos ""La Herradura""","C. Nautla, San Juan Xalpa, Iztapalapa, 09850 Ciudad de México, CDMX, Mexico",19.334494499999998,-99.0793566,3,1,,,
"Tacos el ""Chicharrin""","Medinachelli, Cerro de la Estrella, Iztapalapa, 09860 Ciudad de México, CDMX, Mexico",19.3248849,-99.07791230000001,,,,,
TACOS LOS CHORIQUESOS,"Osuna 83, Cerro de la Estrella, Iztapalapa, 09860 Ciudad de México, CDMX, Mexico",19.3245739,-99.0789982,5,3,,,
TACOS LA ESQUINITA,"C. Nautla 11, Iztapalapa, 09850 Ciudad de México, CDMX, Mexico",19.3345769,-99.07972869999999,,,,,
Taqueria EL SABOREE,"Estrella, El Rodeo, Iztapalapa, 09860 Ciudad de México, CDMX, Mexico",19.334832799999997,-99.0709279,4.4,49,,,
Tacos La Esquinita,"Anastacio Bustamante Esquina con Gustavo Díaz Ordaz Lopez Portillo, Presidentes de México, Iztapalapa, 09740 Ciudad de México, CDMX, Mexico",19.3323754,-99.061802,5,15,,,
Tacos el Primo,"planeta mnz 6, Casa Blanca, Iztapalapa, 09860 Ciudad de México, CDMX, Mexico",19.3315061,-99.0721531,4.5,51,,,
Antojitos Mexicanos La Hidalguense,"Jose Joaquin Herrera M 7 Lt 15, Presidentes de México, Iztapalapa, 09740 Ciudad de México, CDMX, Mexico",19.3360521,-99.06221359999999,4.4,34,,,https://www.facebook.com/Antojitos-Mexicanos-La-Hidalguense-101774731743777/
Peritaco,"Río Colorado, Puente Blanco, Iztapalapa, 09770 Ciudad de México, CDMX, Mexico",19.3277698,-99.0680162,4.3,251,,,
Tacos EL PAISA,"Bellavista 6, Casa Blanca, Iztapalapa, 09860 Ciudad de México, CDMX, Mexico",19.3305091,-99.0678664,3.7,59,,,
Quesadillas Dominga,"C. Mariano Arista 27, Presidentes de México, Iztapalapa, 09740 Ciudad de México, CDMX, Mexico",19.336292,-99.063304,4.2,5,,,
Taqueria La Negrita,"Puente Blanco, 09770 Mexico City, CDMX, Mexico",19.328033899999998,-99.06468319999999,4.6,10,,,
"Tacos ""El May""","Río Colorado 89, Puente Blanco, Iztapalapa, 09770 Ciudad de México, CDMX, Mexico",19.3250129,-99.06384129999999,4.6,151,,,
Sara,"Lomas de San Lorenzo, 09780 Mexico City, CDMX, Mexico",19.3227442,-99.0630352,5,1,,,
"Taqueria ""Moreno""","Jesus Garibay, Puente Blanco, Iztapalapa, 09760 Ciudad de México, CDMX, Mexico",19.325643499999998,-99.0624108,5,2,,,
Antojitos Mexicanos doña Julia,"San Juan Estrella, Iztapalapa, 09868 Mexico City, CDMX, Mexico",19.3274856,-99.0715786,2.8,16,,,
"Taquería ""El vecino""","Presidentes de México, Iztapalapa, 09740 Ciudad de México, CDMX, Mexico",19.3290157,-99.0629195,3.8,6,,,
Carnitas Los 3 Cerditos,"Río Nazas 39, Puente Blanco, Iztapalapa, 09770 Ciudad de México, CDMX, Mexico",19.329115899999998,-99.06397400000002,4.8,6,,,
"TAQUERIA ""El atascon","Av. Reforma No 16, Lomas de San Lorenzo, Iztapalapa, 09780 Ciudad de México, CDMX, Mexico",19.322782999999998,-99.064211,4.4,135,,,
Tacos Le Milaneza,"Av Sta Cruz, Río Hondo esquina, Puente Blanco, Iztapalapa, 09770 Ciudad de México, CDMX, Mexico",19.3285569,-99.06482899999999,3,2,,,
"Taqueria ""Rojas"" Bellavista","Bellavista mz5 lt9-4ta, San Juan Estrella, Iztapalapa, 09860 Ciudad de México, CDMX, Mexico",19.3298536,-99.0685419,4.6,53,,,
Taqueria los papis,"Río Miramontes, Puente Blanco, Iztapalapa, 09770 Ciudad de México, CDMX, Mexico",19.328209599999997,-99.0652446,4.2,242,,,
Tortas Tacos,"Puente Blanco, 09770 Mexico City, CDMX, Mexico",19.3291717,-99.0643259,,,,,
Tacos El Cuñado,"Av. Benito Juarez, Insurgentes, Iztapalapa, 09760 Ciudad de México, CDMX, Mexico",19.329651,-99.0550794,4.4,17,,,
Tacos Moreno,"Las Peñas, Iztapalapa, 09750 Ciudad de México, CDMX, Mexico",19.3348379,-99.0536599,4.7,36,,,
Tacos puro jalisco,"Av. San Francisco Tlaltenco 26, La Polvorilla, Iztapalapa, 09708 Ciudad de México, CDMX, Mexico",19.3254786,-99.05105859999999,5,1,,,
"Taqueria ""Tacotes""","Chavinda, El Triángulo, Iztapalapa, 09769 Ciudad de México, CDMX, Mexico",19.3226506,-99.0523384,4.6,39,,,
"Tacos Y Hamburguesas ""ALDERAN""","Leo Sam, Consejo Agrarista Mexicano, Iztapalapa, 09760 Ciudad de México, CDMX, Mexico",19.329251499999998,-99.0575307,4.7,3,,,
Taqueria El TIO,"El Vergel 42, Las Peñas, Francisco Villa, Iztapalapa, 09750 Ciudad de México, CDMX, Mexico",19.3347507,-99.0558464,4.6,143,PRICE_LEVEL_INEXPENSIVE,,
Tacos El Pelón,"Plan de Ayala 73, Hank González, Iztapalapa, 09070 Ciudad de México, CDMX, Mexico",19.3339183,-99.0490277,5,1,,,
Tacos El winnie,"Plan de Ayala 95, Insurgentes, Iztapalapa, 09750 Ciudad de México, CDMX, Mexico",19.3324462,-99.0523563,5,2,,,
Rico Tacos,"Playa Roqueta, La Polvorilla, Iztapalapa, 09750 Ciudad de México, CDMX, Mexico",19.3224049,-99.04943899999999,3.5,2,,,
Taqueria Rodriguez,"Canal Houston, Insurgentes, Iztapalapa, 09750 Ciudad de México, CDMX, Mexico",19.3297319,-99.0546183,4.6,35,,,https://www.facebook.com/profile.php?id=100063474222063
Tacos Los Gueros,"Av. José López Portillo 3, Consejo Agrarista Mexicano, Iztapalapa, 09760 Ciudad de México, CDMX, Mexico",19.327516799999998,-99.0535898,4.4,222,PRICE_LEVEL_INEXPENSIVE,,
"Tacos, tortas y burritos ""los compadres""","Ignacio Allende 48, Consejo Agrarista Mexicano, Iztapalapa, 09760 Ciudad de México, CDMX, Mexico",19.325598499999998,-99.05978309999999,4.8,36,,,
Birria los agaves,"09750 de, Av. Benito Juarez, C. 3 J. Araujo G. &, Insurgentes, Iztapalapa, 09760 Ciudad de México, CDMX, Mexico",19.3295265,-99.0551076,4.3,88,,,
Los Takos Del Yorch,"Gral. Abelardo L. Rodríguez 3, Francisco Villa, Iztapalapa, 09740 Ciudad de México, CDMX, Mexico",19.3335635,-99.05940419999999,4.5,17,,,
Tacos al carbon quetzal,"Canal de Suez, Insurgentes, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.329070599999998,-99.04987949999999,1,1,,,
Tacos,"Vicente Suárez, Hank González, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3306802,-99.04951899999999,3.8,17,,,
Tacos de carnitas,"09740, Lázaro Cárdenas 29, Presidentes de México, Iztapalapa, 09740 Ciudad de México, CDMX, Mexico",19.3314551,-99.0585672,4.5,134,PRICE_LEVEL_INEXPENSIVE,,
Tacos de Guisado,"Martiniano Herrera 32, Consejo Agrarista Mexicano, Iztapalapa, 09760 Ciudad de México, CDMX, Mexico",19.3295521,-99.0572191,5,3,,,
Tacos de cabeza El rulis,"Av. Benito Juarez, Presidentes de México, Iztapalapa, 09740 Ciudad de México, CDMX, Mexico",19.334583,-99.0601126,4.9,13,,,
Tacos El Taquito,"Hermenegildo Galeana 39, Las Peñas, col. La, Iztapalapa, 09750 Ciudad de México, CDMX, Mexico",19.335502899999998,-99.0489935,,,,,
Los Arabes Tacos Y Parrilla,"Ursulo Galván, Hank González, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3295389,-99.04703599999999,4.5,153,PRICE_LEVEL_INEXPENSIVE,,
TAQUERIA LOS MORENOS,"Av. San Francisco Tlaltenco 710, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.322063999999997,-99.04738119999999,4.1,134,PRICE_LEVEL_INEXPENSIVE,,
Taquería Pérez,"09700 Villa Angela Calle del hambre, Nonoalco, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3280629,-99.0421025,4.2,489,,,
"Taqueria ""Los Abuelos""","Villa Angela, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.336166199999997,-99.03971899999999,4.5,34,,,
Tacos el pilón,"Villa Castin 10a, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.332282799999998,-99.0404499,4.9,14,,,
"Tacos""Insurgentes""","09700, Sta Cruz Meyehualco, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3354545,-99.03676209999999,4.2,35,,,
Tacos al Pastor,"Villa Guillermina Mz 24 Lt 22, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3253246,-99.04409559999999,4.6,24,,,
Pascual El Taco Loco,"Rayon, Las Peñas, Iztapalapa, 09750 Ciudad de México, CDMX, Mexico",19.336468099999998,-99.0478783,4.4,289,PRICE_LEVEL_MODERATE,,
Tacos Perrones Juanita!!!,"Villa Eloisa 9, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3275775,-99.041393,3.9,70,,,
Tacos la tia,"Villa gaton, Villa Gral. Mitre esquina, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3233756,-99.03835130000002,5,7,,,
Tacos 3 hermanos,"Villa Castin 33-35, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3360596,-99.0404449,4.4,17,,,
Taqueria Juquilita,"Villa Ce 11, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3238098,-99.0431364,5,3,,,
Taqueria,"Villa Gral. Mitre 79, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.322892000000003,-99.0366308,4.8,9,,,
Tacos La Güera,"Villa Angela 15, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3280864,-99.0419158,3.8,5,,,https://www.facebook.com/Tacos-de-Guisado-La-G%C3%BCera-101606984890216/
Tacos 🌮 el padrino,"C. Villa Feliche, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3292652,-99.045082,5,2,,,
Tacos deliciosos,"Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3347624,-99.03878309999999,5,5,,,
"Taqueria ""Mi yorchs""","Calle Villa castin Lot 6 manzana 22b, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.33606,-99.0404456,3,2,,,https://www.facebook.com/Mi-Yorchs-108498215068942/
"Antojitos Mexicanos, ""el Buen Sabor""","Villa Inferior 1017, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3220086,-99.04167629999999,5,5,,,
Taqueria Don Taco´s,"09750, Las Peñas, Iztapalapa, 09750 Ciudad de México, CDMX, Mexico",19.3350033,-99.0479151,4.8,13,,,https://don-tacos-food.web.app/
Cocina Isa,"Villa de Mor, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3346493,-99.04044239999999,4,8,,,
Tacos El Tío,"Segunda Cda. Bahía 8, Amp Águilas, Álvaro Obregón, 01710 Ciudad de México, CDMX, Mexico",19.3497597,-99.2227513,4.6,559,PRICE_LEVEL_INEXPENSIVE,,
Taqueria la curva,"Cerro 35, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",19.3503836,-99.21846959999999,4.8,38,,,
Taqueria El Ranchito,"Calz. de las Águilas 105, Águilas, Álvaro Obregón, 01710 Ciudad de México, CDMX, Mexico",19.3505654,-99.22083730000001,4.2,294,PRICE_LEVEL_MODERATE,,
El Lobo Taquería Olivar,"Av. Toluca 571, 1er. piso, Local 9 Colonia, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, Mexico",19.3386769,-99.2208015,4.6,146,,,http://www.ellobotaqueria.com/
Taquería El Buen Pastor,"Av Toluca 1075, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, Mexico",19.3380272,-99.2223276,4.4,402,,,
Taquería Los Traviesos,"Calz. de las Águilas 931, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",19.351180499999998,-99.2190488,4.4,348,PRICE_LEVEL_MODERATE,,https://www.facebook.com/taquerialostraviesos
"Tacos de Cabeza ""Choco""","Av de Los Pinos, San Clemente Sur, Álvaro Obregón, 01710 Ciudad de México, CDMX, Mexico",19.3485053,-99.22350589999999,4.8,18,,,
TAQUERIA KIKO,"Calz. de las Águilas 1048, Amp Águilas, Álvaro Obregón, 01710 Ciudad de México, CDMX, Mexico",19.3498067,-99.2224148,4.3,151,,,
La Casa de Toño en Las Águilas,"Calz. de las Águilas 1019, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",19.350426799999997,-99.22151769999999,4.4,8732,PRICE_LEVEL_INEXPENSIVE,,https://sucursales.lacasadetono.mx/cdmx/alvaro-obregon/las-aguilas-extension/las-aguilas
Taqueria El Borre,"C. Colina 174, Amp Águilas, Álvaro Obregón, 01710 Ciudad de México, CDMX, Mexico",19.347341,-99.2214132,4.7,10,,,
"Tacos ""BETO""","Alcanfores, San Clemente Sur, Álvaro Obregón, 01740 Ciudad de México, CDMX, Mexico",19.3482733,-99.2234707,5,3,,,
Mayab Restaurante,"Calz. de las Águilas 861, 1ra Secc las Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",19.3522621,-99.2167494,4.7,14,,,
Tacos El Cheriff,"Av Toluca 259, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, Mexico",19.3406392,-99.2135677,4.6,204,PRICE_LEVEL_INEXPENSIVE,,
Verandah Ribs & Wings,"Av Toluca, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, Mexico",19.338423700000003,-99.2207878,3,1,,,
Los Milanesos,"C. Glaciar 340, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, Mexico",19.337686299999998,-99.2204264,4.4,7162,PRICE_LEVEL_INEXPENSIVE,,
Taqueria La Nueva Generacion,"Veracruz 17, Tizapán San Ángel, Progreso, Álvaro Obregón, 01080 Ciudad de México, CDMX, Mexico",19.341402499999997,-99.2005288,4.3,1158,,,
TAQUERIA EL CORRAL,"Veracruz 26, Progreso Tizapán, Álvaro Obregón, 01080 Ciudad de México, CDMX, Mexico",19.3412309,-99.2006729,4.4,132,PRICE_LEVEL_INEXPENSIVE,,
El Faro: Café y Tortas,"Veracruz 30, Progreso, Álvaro Obregón, 01080 Ciudad de México, CDMX, Mexico",19.341245999999998,-99.200858,4.5,1597,PRICE_LEVEL_MODERATE,,
Tortas el güero,"Av Toluca 371, Progreso, Álvaro Obregón, 01080 Ciudad de México, CDMX, Mexico",19.3401501,-99.20263419999999,4.4,24,,,
Antojitos Mexicanos Copacabana,"Av Toluca 181, Lomas de San Ángel Inn, Álvaro Obregón, 01780 Ciudad de México, CDMX, Mexico",19.341116799999998,-99.20830529999999,3.4,34,,,http://www.taqueriascopacabana.com/
El Mandilón Foodtruck,"Jalapa 73 bis colonia Progreso Tizapan Del, Progreso, Álvaro Obregón, 01080 Ciudad de México, CDMX, Mexico",19.3408518,-99.2062483,4.2,33,,,
Taqueria Popeye,"Veracruz 22, Tizapán San Ángel, Progreso, Álvaro Obregón, 01080 Ciudad de México, CDMX, Mexico",19.3414513,-99.2005274,4.4,1392,PRICE_LEVEL_INEXPENSIVE,,
Taquería Los Arbolitos,"Veracruz 22 Local 1y2, Tizapán San Ángel, Progreso, Álvaro Obregón, 01080 Ciudad de México, CDMX, Mexico",19.3412419,-99.2005337,4.2,1391,PRICE_LEVEL_MODERATE,,
El Rincón de Sonora,"Yucatan 86, Tizapán San Ángel, Ermita Tizapán, Álvaro Obregón, 01080 Ciudad de México, CDMX, Mexico",19.3391466,-99.2012141,4.6,140,,,https://el-rincon-de-sonora.ueniweb.com/?utm_campaign=gmb
Tacos Lupe,"Av. Querétaro 22, Progreso, Álvaro Obregón, 01080 Ciudad de México, CDMX, Mexico",19.340284399999998,-99.203769,5,5,,,
La taqueria,"Av Toluca 253, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, Mexico",19.3412921,-99.2107503,5,1,,,
Quesadillas Lupita,"C. Olivar 6, Progreso, Álvaro Obregón, 01080 Ciudad de México, CDMX, Mexico",19.339062,-99.20637029999999,4.7,32,,,
Súper tacos el gordo,"Av Toluca 267, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, Mexico",19.3413042,-99.2111406,5,6,,,
Taquería Los Milanesos,"Veracruz 156, Progreso, Álvaro Obregón, 01080 Ciudad de México, CDMX, Mexico",19.3416413,-99.20535009999999,4.3,945,PRICE_LEVEL_INEXPENSIVE,,
Puerquito Cervecero,"Guerrero 92-A, Tizapán San Ángel, Tizapán, Álvaro Obregón, 01090 Ciudad de México, CDMX, Mexico",19.3403781,-99.19948869999999,4.1,20,,,
Jovitacos,"Morelos 11, Tizapán San Ángel, Progreso, Álvaro Obregón, 01080 Ciudad de México, CDMX, Mexico",19.3437892,-99.19987719999999,4,34,,,
Tacos polo.inn,"Río Hondo 5, Tizapán San Ángel, Progreso, Álvaro Obregón, 01050 Ciudad de México, CDMX, Mexico",19.3442482,-99.2006986,4.9,55,,,
Taquería Dos Hermanos,"C. Puebla 251, Progreso, Álvaro Obregón, 01080 Ciudad de México, CDMX, Mexico",19.341442699999998,-99.201022,4,1,,,
Tacos Mixes,"01780, Cda. de Avenida Toluca 12, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, Mexico",19.3408592,-99.21040939999999,4.5,387,PRICE_LEVEL_INEXPENSIVE,,https://www.facebook.com/profile.php?id=100091850751717&mibextid=LQQJ4d
Tacos BM,"Guerrero 94, Tizapán San Ángel, Tizapán, Álvaro Obregón, 01090 Ciudad de México, CDMX, Mexico",19.3403513,-99.1996585,3,2,,,
